"Tôi bị hắt hơi liên tục, run rẩy, ớn lạnh, chảy nước mắt",Dị ứng
"Tôi bị nôn mửa, đau đầu, buồn nôn, chuyển động quay tròn, mất thăng bằng, mất thăng bằng",(Chóng mặt) Chóng mặt tư thế Paroymsal
"Tôi bị đau khớp, đau cổ, đau đầu gối, đau khớp hông, sưng khớp, đau khi đi bộ",Bệnh xương khớp
"Tôi có thể có Da tôi gần đây bị kích ứng, ngứa và tôi bị phát ban. Ngoài ra còn có một số đốm có màu khác với phần còn lại của da tôi và tôi có những cục u hoặc vết sưng mà trước đây không có.",Nhiễm trùng nấm
"Tôi bị mệt mỏi, chuột rút, bầm tím, béo phì, chân bị sưng, mạch máu bị sưng, tĩnh mạch nổi rõ ở bắp chân","Tĩnh mạch giãn"
"Tôi bị phát ban da, đau khớp, bong tróc da, phủ bụi bạc, vết lõm nhỏ trên móng tay, móng bị viêm",Bệnh vẩy nến
"Tôi bị ngứa, phát ban da, đau dạ dày, tiểu buốt, tiểu rắt",Phản ứng thuốc
"Tôi bị nôn mửa , đau đầu, suy yếu một bên cơ thể, rối loạn cảm giác","Liệt (Xuất huyết não)"
"Tôi bị ngứa, phát ban da, các mảng da không đều màu",Nhiễm trùng nấm
"Tôi bị mệt mỏi, bồn chồn, lờ đờ, lượng đường không đều, thị lực mờ và méo mó, béo phì, đói quá mức, thèm ăn nhiều, tiểu nhiều",Bệnh tiểu đường
"Tôi bị mệt mỏi, sụt cân, bồn chồn, lờ đờ, lượng đường trong máu không đều, thị lực mờ và méo mó, béo phì, đói quá mức, thèm ăn nhiều, tiểu nhiều",Bệnh tiểu đường
"Tôi bị đau dạ dày, loét lưỡi, nôn mửa, ho, đau ngực","Gerd"
"Tôi bị mệt mỏi, da vàng, buồn nôn, chán ăn, vàng mắt, tiền sử gia đình",Viêm gan C
"Tôi bị mệt mỏi, da vàng, buồn nôn, chán ăn, vàng mắt, tiền sử gia đình",Viêm gan C
"Tôi bị ợ nóng và khó tiêu. Tôi thường nôn mọi thứ tôi ăn, và tôi gặp khó khăn khi nuốt thức ăn vì thức ăn bị mắc kẹt ở cổ họng. Bụng trên của tôi đang làm phiền tôi.",Bệnh trào ngược dạ dày thực quản
"Tôi bị mệt mỏi, tăng cân, tay chân lạnh, thay đổi tâm trạng, lờ đờ, chóng mặt, mặt và mắt sưng húp, tuyến giáp to, móng tay giòn, sưng phù, trầm cảm, cáu kỉnh, kinh nguyệt không đều",Suy giáp
"Tôi bị nôn mửa, khó tiêu, chán ăn, đau bụng, đầy hơi, ngứa bên trong","Bệnh loét dạ dày tá tràng"
"Tôi bị đau khớp, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng, tiêu chảy, sốt nhẹ, vàng mắt, đau cơ",Viêm gan A
"Tôi bị đói và thèm ăn liên tục. Đôi khi dạ dày của tôi bị chuột rút và co thắt. Sau khi ăn, tôi cảm thấy đầy hơi và chướng bụng.","Bệnh loét dạ dày tá tràng"
"Tôi bị nôn mửa, mệt mỏi, lo lắng, đổ mồ hôi, đau đầu, buồn nôn, nhìn mờ và méo mó, đói quá mức, môi khô và ngứa ran, nói lắp, cáu kỉnh, hồi hộp.",Hạ đường huyết
"Tôi bị đau dạ dày, ợ nóng, loét lưỡi, nôn mửa, ho, đau ngực","Gerd"
"Tôi bị phát ban da, đau khớp, bong tróc da, phủ bụi bạc, vết lõm nhỏ trên móng tay, móng bị viêm",Bệnh vẩy nến
"Tôi bị nôn, khó thở, đau ngực","Đau tim"
Tôi có thể có Da tôi đôi khi bong tróc vì phát ban. Tôi bị ốm thường xuyên hơn vì nó. Đôi khi tay tôi run và tôi bị run.,Phản ứng thuốc
"Tôi bị nôn, khó thở, đổ mồ hôi, đau ngực","Đau tim"
"Tôi bị đau khớp, đau cổ, đau đầu gối, đau khớp hông, sưng khớp, đau khi đi bộ",Bệnh xương khớp
"Tôi bị ớn lạnh, nôn mửa, mệt mỏi, sốt cao, nhức đầu, buồn nôn, táo bón, đau bụng, tiêu chảy, vẻ mặt nhiễm độc (thương hàn), đau bụng",thương hàn
Có thể là dạo này tôi cảm thấy rất khát và đói. Đôi khi tôi cũng cảm thấy rất mệt mỏi.,Bệnh tiểu đường
"Tôi bị cứng cổ, sưng khớp, cứng khớp khi vận động, đau khi đi bộ",Viêm khớp
"Tôi bị nôn mửa, mệt mỏi, lo lắng, đổ mồ hôi, đau đầu, buồn nôn, nhìn mờ và méo mó, đói quá mức, nói lắp, cáu kỉnh, hồi hộp",Hạ đường huyết
"Tôi bị đau khớp, nôn mửa, mệt mỏi, sốt cao, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng, vàng mắt, suy gan cấp, hôn mê, chảy máu dạ dày",Viêm gan E
"Tôi bị hắt hơi liên tục, run rẩy, chảy nước mắt",Dị ứng
"Tôi bị nôn mửa, đau đầu, suy yếu một bên cơ thể, rối loạn cảm giác","Liệt (Xuất huyết não)"
"Tôi bị mệt mỏi, thay đổi tâm trạng, sụt cân, bồn chồn, đổ mồ hôi, tiêu chảy, nhịp tim nhanh, đói quá mức, yếu cơ, cáu kỉnh, kinh nguyệt bất thường","Cường giáp"
"Tôi bị đau dạ dày, ợ chua, loét lưỡi, ho, đau ngực","Gerd"
"Tôi bị nôn mửa, da vàng, đau bụng, chướng bụng, tiền sử uống rượu, thừa dịch","Viêm gan do rượu"
"Tôi bị mệt mỏi, sụt cân, bồn chồn, lờ đờ, lượng đường trong máu không đều, thị lực mờ và méo mó, béo phì, đói quá mức, thèm ăn nhiều, tiểu nhiều",Bệnh tiểu đường
"Tôi bị phát ban da, mụn đầu đen, mụn nhọt",mụn trứng cá
"Tôi bị yếu cơ, cứng cổ, sưng khớp, cứng khớp khi vận động, đau khi đi bộ",Viêm khớp
"Tôi bị ớn lạnh, sốt cao, đổ mồ hôi, đau đầu, buồn nôn, tiêu chảy, đau cơ","Sốt rét"
"Có thể là tôi cảm thấy rất ốm gần đây. Tôi bị ớn lạnh và luôn mệt mỏi. Tôi bị ho không khỏi. Thật khó thở khi tôi ho và ngực tôi đau. Tôi cũng ho ra đờm gỉ sét , rất kinh tởm.",Viêm phổi
"Tôi bị nôn mửa, mệt mỏi, lo lắng, đổ mồ hôi, đau đầu, buồn nôn, nhìn mờ và méo mó, đói quá mức, môi khô và ngứa ran, nói lắp, cáu kỉnh, hồi hộp.",Hạ đường huyết
"Tôi bị ngứa, nôn, da vàng, buồn nôn, chán ăn, đau bụng, vàng mắt","Bệnh ứ mật mãn tính"
Tôi bị sốt cao trong vài ngày qua. Tôi cũng cảm thấy yếu và đau cơ. Tôi không thể làm việc cả ngày vì điều này.,"Sốt xuất huyết"
"Tôi bị yếu cơ, cứng cổ, sưng khớp, cứng khớp khi vận động, đau khi đi bộ",Viêm khớp
"Tôi bị mệt mỏi, chuột rút, bầm tím, béo phì, chân bị sưng, mạch máu bị sưng, tĩnh mạch nổi rõ ở bắp chân","Tĩnh mạch giãn"
"Có thể tôi đã cảm thấy rất ốm. Tôi bị sốt cao, khó thở, đổ mồ hôi và run rẩy. Tôi cũng ho ra rất nhiều đờm màu nâu và tim đập nhanh.",Viêm phổi
"Tôi bị ngứa, phát ban da, đau dạ dày, tiểu buốt",Phản ứng thuốc
"Tôi bị đau dạ dày, ợ nóng, loét lưỡi, nôn mửa, ho, đau ngực","Gerd"
"Tôi bị phát ban da, mụn mủ, mụn đầu đen",mụn trứng cá
"Tôi bị ngứa, phát ban da, đau dạ dày, tiểu buốt, tiểu rắt",Phản ứng thuốc
"Tôi bị ớn lạnh, nôn mửa, sốt cao, đổ mồ hôi, đau đầu, tiêu chảy, đau cơ","Sốt rét"
Tôi có thể có Cổ tôi cực kỳ cứng và cơ bắp của tôi cực kỳ yếu. Tôi gặp khó khăn khi di chuyển mà không cảm thấy cứng vì khớp bị sưng. Việc đi lại cũng rất khó khăn.,Viêm khớp
"Tôi bị ớn lạnh, nôn mửa, mệt mỏi, sụt cân, ho, sốt cao, khó thở, đổ mồ hôi, chán ăn, sốt nhẹ, vàng mắt, sưng hạch bạch huyết, khó chịu, đờm, đau ngực, có máu trong đờm.","Bệnh lao"
"Tôi bị khó tiêu, chán ăn, đau bụng, đầy hơi, ngứa bên trong","Bệnh loét dạ dày tá tràng"
Tôi có thể có Tôi có một sự thèm ăn thực sự mạnh mẽ và tôi luôn đói. Đôi khi dạ dày của tôi bị đau và chuột rút. Tôi bị đầy hơi và chướng bụng thực sự đau đớn sau khi ăn.,"Bệnh loét dạ dày tá tràng"
"Tôi bị nôn mửa, đau đầu, suy yếu một bên cơ thể, rối loạn cảm giác","Liệt (Xuất huyết não)"
"Tôi bị ngứa, phát ban da, phát ban da dạng nốt, các mảng da mất màu",Nhiễm trùng nấm
"Tôi bị ớn lạnh, nôn mửa, sốt cao, đổ mồ hôi, đau đầu, buồn nôn, tiêu chảy, đau cơ","Sốt rét"
"Tôi bị ngứa, nôn, mệt mỏi, sụt cân, sốt cao, da vàng, nước tiểu sẫm màu, đau bụng","Vàng da"
"Tôi bị nôn mửa, khó tiêu, chán ăn, đau bụng, đầy hơi, ngứa bên trong","Bệnh loét dạ dày tá tràng"
"Tôi bị phát ban da, đau khớp, bong tróc da, phủ bụi bạc, vết lõm nhỏ trên móng tay, móng bị viêm",Bệnh vẩy nến
"Tôi bị yếu chân tay, đau cổ, chóng mặt, mất thăng bằng",Bệnh thoái hóa đốt sống cổ
"Tôi bị mệt mỏi, sốt cao, khó thở, tiền sử gia đình, đờm nhầy",Hen phế quản
"Tôi bị ớn lạnh, nôn mửa, sốt cao, đổ mồ hôi, đau đầu, buồn nôn, tiêu chảy, đau cơ","Sốt rét"
"Tôi bị nôn mửa, da vàng, đau bụng, chướng bụng, tiền sử uống rượu, thừa dịch","Viêm gan do rượu"
Có thể tôi đã ho rất nhiều và khó thở. Tôi đã ho ra rất nhiều đờm và sốt cao.,Hen phế quản
Tôi bị ngứa và đỏ da rất nhiều. Tôi cũng nhận thấy móng tay của tôi trở nên giòn và bắt đầu xuất hiện vết lõm. Tôi lo rằng đây có thể là dấu hiệu của một điều gì đó nghiêm trọng hơn.,Bệnh vẩy nến
"Tôi bị ngứa, phát ban da, phát ban da dạng nốt, các mảng da mất màu",Nhiễm trùng nấm
"Tôi bị ợ nóng, khó tiêu, đau đầu, nhìn mờ và méo mó, cứng cổ, trầm cảm, cáu kỉnh, rối loạn thị giác",Đau nửa đầu
"Tôi bị đau đầu, đau ngực, chóng mặt, mất thăng bằng, thiếu tập trung",Tăng huyết áp
"Tôi bị đau khớp, nôn mửa, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng, tiêu chảy, sốt nhẹ, vàng mắt, đau cơ",Viêm gan A
"Tôi bị mệt mỏi, ho, sốt cao, khó thở, tiền sử gia đình, đờm nhầy",Hen phế quản
"Tôi bị táo bón , đau khi đi tiêu, đau vùng hậu môn, phân có máu, kích ứng ở hậu môn","Trĩ hỗn hợp (lòi dom)"
"Tôi bị nôn mửa, buồn nôn, chuyển động quay tròn, mất thăng bằng, mất thăng bằng",(Chóng mặt) Chóng mặt tư thế Paroymsal
Tôi có thể có vị kim loại trong miệng và lưỡi tôi có cảm giác lạ. Tôi cũng bị đau khớp và cơ.,Phản ứng thuốc
"Tôi bị mệt mỏi, chuột rút, bầm tím, béo phì, chân bị sưng, tĩnh mạch nổi rõ ở bắp chân","Tĩnh mạch giãn"
"Tôi bị đau khớp, nôn mửa, da vàng, nước tiểu sẫm màu, buồn nôn, đau bụng, tiêu chảy, sốt nhẹ, vàng mắt, đau cơ",Viêm gan A
"Tôi bị táo bón, đau vùng hậu môn, phân có máu, kích ứng ở hậu môn","Trĩ hỗn hợp (lòi dom)"
"Tôi bị yếu cơ, cứng cổ, sưng khớp, cứng khớp khi vận động, đau khi đi bộ",Viêm khớp
"Tôi bị nôn, đổ mồ hôi, đau ngực","Đau tim"
"Tôi bị đau dạ dày, ợ nóng, loét lưỡi, nôn mửa, ho, đau ngực","Gerd"
"Tôi bị yếu cơ, cứng cổ, sưng khớp, cứng khớp khi vận động, đau khi đi bộ",Viêm khớp
"Tôi bị ớn lạnh, mệt mỏi, ho, sốt cao, khó thở, khó chịu, đờm, đau ngực, nhịp tim nhanh, đờm gỉ sắt.",Viêm phổi
"Tôi bị phát ban da, mụn mủ, mụn đầu đen, mụn bọc",mụn trứng cá
"Tôi bị đau khớp, nôn mửa, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng, tiêu chảy, sốt nhẹ, vàng mắt, đau cơ",Viêm gan A
"Có thể là dạo này tôi cảm thấy rất chán nản, và nước tiểu của tôi có mùi như trứng thối. Vùng thận của tôi bị đau, và tôi dường như không thể nhịn tiểu được. Tôi phải đi vệ sinh liên tục.","Nhiễm trùng đường tiết niệu"
"Tôi bị ngứa, mệt mỏi, lờ đờ, da vàng, nước tiểu sẫm màu, chán ăn, đau bụng, nước tiểu vàng, vàng mắt, khó chịu, đang được truyền máu, đang được tiêm thuốc không vô trùng",Viêm gan B
"Tôi bị nôn mửa, da vàng, đau bụng, chướng bụng, tiền sử uống rượu, thừa dịch","Viêm gan do rượu"
"Tôi bị đau khớp, nôn mửa, mệt mỏi, sốt cao, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng, vàng mắt, hôn mê, chảy máu dạ dày.",Viêm gan E
"Tôi bị đau khớp, nôn mửa, mệt mỏi, sốt cao, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng, vàng mắt, suy gan cấp, hôn mê, chảy máu dạ dày",Viêm gan E
"Tôi bị nôn, khó thở, đổ mồ hôi, đau ngực","Đau tim"
"Tôi bị nôn, khó thở, đổ mồ hôi, đau ngực","Đau tim"
"Tôi bị nôn mửa, đau đầu, buồn nôn, chuyển động quay tròn, mất thăng bằng, mất thăng bằng",(Chóng mặt) Chóng mặt tư thế Paroymsal
"Tôi bị sốt rất cao, tôi ngứa quá, tôi run rẩy và tôi nôn mửa. Tôi cũng bị đau đầu và tôi đổ mồ hôi rất nhiều. Tôi cũng cảm thấy rất khó chịu ở bụng và đau nhức cơ bắp.","Sốt rét"
"Tôi bị táo bón, đau khi đi tiêu, đau vùng hậu môn, phân có máu, kích ứng ở hậu môn","Trĩ hỗn hợp (lòi dom)"
"Tôi bị đau khớp, nôn mửa, mệt mỏi, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng",Viêm gan D
"Tôi bị mệt mỏi, tăng cân, tay chân lạnh, thay đổi tâm trạng, lờ đờ, chóng mặt, tuyến giáp to, móng tay giòn, sưng tấy, trầm cảm, cáu kỉnh, kinh nguyệt không đều",Suy giáp
"Tôi bị "vàng da", buồn nôn, chán ăn, vàng mắt, tiền sử gia đình",Viêm gan C
"Tôi bị táo bón, đau khi đi tiêu, đau vùng hậu môn, phân có máu, kích ứng ở hậu môn","Trĩ hỗn hợp (lòi dom)"
"Tôi bị ớn lạnh , nôn mửa, sốt cao, đổ mồ hôi, đau đầu, buồn nôn, tiêu chảy, đau cơ","Sốt rét"
"Tôi bị đau khớp, nôn mửa, mệt mỏi, sốt cao, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng, vàng mắt, suy gan cấp, hôn mê, chảy máu dạ dày",Viêm gan E
"Tôi bị đau khớp, đau cổ, đau đầu gối, đau khớp hông, sưng khớp, đau khi đi bộ",Bệnh xương khớp
"Có thể là tôi cảm thấy rất ốm gần đây. Mũi tôi chảy nước như điên, và tôi không thể ngừng hắt hơi. Tôi cũng kiệt sức và bị sốt.",Cảm lạnh thông thường
"Tôi bị táo bón, đau khi đi tiêu, phân có máu, kích ứng ở hậu môn","Trĩ hỗn hợp (lòi dom)"
"Tôi bị nôn mửa, mệt mỏi, lo lắng, đổ mồ hôi, đau đầu, buồn nôn, nhìn mờ và méo mó, đói quá mức, môi khô và ngứa ran, nói lắp, cáu kỉnh, hồi hộp",Hạ đường huyết
"Tôi bị yếu chân tay, đau cổ, chóng mặt, mất thăng bằng",Bệnh thoái hóa đốt sống cổ
"Tôi bị ngứa, phát ban da, mệt mỏi, lờ đờ, sốt cao, đau đầu, chán ăn, sốt nhẹ, hạch bạch huyết sưng, khó chịu, có đốm đỏ trên cơ thể.",Thủy đậu
"Tôi bị nôn mửa, mắt trũng sâu, mất nước, tiêu chảy","Viêm dạ dày ruột"
"Tôi bị nôn, đổ mồ hôi, đau ngực","Đau tim"
"Tôi bị nôn mửa, mất nước, tiêu chảy","Viêm dạ dày ruột"
"Tôi bị ợ nóng, khó tiêu, đau đầu, nhìn mờ và méo mó, đói quá mức, trầm cảm, cáu kỉnh, rối loạn thị giác",Đau nửa đầu
"Tôi bị ợ nóng, khó tiêu, đau đầu, nhìn mờ và méo mó, đói quá mức, trầm cảm, cáu kỉnh, rối loạn thị giác",Đau nửa đầu
"Tôi bị đau khớp, nôn mửa, mệt mỏi, sốt cao, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng, vàng mắt, suy gan cấp, hôn mê, chảy máu dạ dày",Viêm gan E
"Tôi bị nôn mửa, đau đầu, suy yếu một bên cơ thể, rối loạn cảm giác","Liệt (Xuất huyết não)"
"Tôi bị ngứa, nôn, mệt mỏi, sụt cân, sốt cao, da vàng, nước tiểu sẫm màu, đau bụng","Vàng da"
"Tôi bị đau đầu, đau ngực, chóng mặt, mất thăng bằng, thiếu tập trung",Tăng huyết áp
"Tôi bị ớn lạnh, nôn mửa, mệt mỏi, sụt cân, ho, sốt cao, khó thở, đổ mồ hôi, chán ăn, sốt nhẹ, vàng mắt, sưng hạch bạch huyết, khó chịu, đờm, đau ngực, có máu trong đờm.","Bệnh lao"
"Tôi bị phát ban da, đau khớp, bong tróc da, phủ bụi bạc, vết lõm nhỏ trên móng tay, móng bị viêm",Bệnh vẩy nến
"Tôi bị hắt hơi liên tục, run rẩy, ớn lạnh, chảy nước mắt",Dị ứng
"Tôi bị phát ban trên mặt và không lành. Tôi đã thử một số loại thuốc nhưng không có tác dụng nhiều. Tôi cũng có những vết loét nhỏ gần mũi, rất đau và khó xử lý.","chốc lở"
"Tôi bị teo cơ, các mảng ở cổ họng, sốt cao, quan hệ ngoài luồng",AIDS
"Tôi bị nôn mửa, khó tiêu, chán ăn, đau bụng, đầy hơi, ngứa bên trong","Bệnh loét dạ dày tá tràng"
"Tôi bị nôn mửa, đau đầu, buồn nôn, chuyển động quay tròn, mất thăng bằng, mất thăng bằng",(Chóng mặt) Chóng mặt tư thế Paroymsal
"Tôi bị mệt mỏi, sụt cân, bồn chồn, lờ đờ, lượng đường trong máu không đều, thị lực mờ và méo mó, béo phì, đói quá mức, thèm ăn nhiều, tiểu nhiều",Bệnh tiểu đường
"Tôi bị đau khớp, nôn mửa, mệt mỏi, sốt cao, da vàng, nước tiểu sẫm màu, buồn nôn, chán ăn, đau bụng, vàng mắt, suy gan cấp, hôn mê, chảy máu dạ dày",Viêm gan E
"Tôi bị sốt nhẹ và có máu trong nước tiểu. Đầu tôi đau liên tục, và tôi thường xuyên phải đi tiểu rất nhiều. Tôi cũng bị đau ở lưng dưới.","Nhiễm trùng đường tiết niệu"
"Tôi bị hắt hơi liên tục, ớn lạnh, chảy nước mắt",Dị ứng
"Tôi bị mệt mỏi, sụt cân, bồn chồn, lờ đờ, lượng đường trong máu không đều, thị lực mờ và méo mó, béo phì, đói quá mức, thèm ăn nhiều, tiểu nhiều",Bệnh tiểu đường
"Tôi bị phát ban da, ớn lạnh, đau khớp, nôn mửa, mệt mỏi, sốt cao, nhức đầu, buồn nôn, chán ăn, đau sau mắt, đau lưng, khó chịu, đau cơ, đốm đỏ trên cơ thể.","Sốt xuất huyết"
"Tôi bị đau đầu, chóng mặt, mất thăng bằng, thiếu tập trung",Tăng huyết áp
"Tôi bị nôn, khó thở, đổ mồ hôi, đau ngực","Đau tim"
"Tôi bị đau khớp, nôn mửa, mệt mỏi, da vàng, nước tiểu sẫm màu, chán ăn, đau bụng, vàng mắt",Viêm gan D
"Tôi bị ớn lạnh, ho, sốt cao, khó thở, đổ mồ hôi, khó chịu, đờm, đau ngực, nhịp tim nhanh, đờm gỉ sắt.",Viêm phổi
"Tôi bị nôn mửa, mệt mỏi, lo lắng, đổ mồ hôi, đau đầu, buồn nôn, nhìn mờ và méo mó, đói quá mức, môi khô và ngứa ran, nói lắp, cáu kỉnh, hồi hộp.",Hạ đường huyết
"Tôi bị ớn lạnh, mệt mỏi, ho, sốt cao, khó thở, đổ mồ hôi, khó chịu, đờm, đau ngực, nhịp tim nhanh, đờm gỉ sắt.",Viêm phổi
"Tôi bị khó thở, đổ mồ hôi, đau ngực","Đau tim"
"Tôi bị mệt mỏi, da vàng, buồn nôn, chán ăn, vàng mắt, tiền sử gia đình",Viêm gan C
"Tôi bị phát ban da, sốt cao, phồng rộp, lở đỏ quanh mũi","chốc lở"
"Tôi bị ớn lạnh, mệt mỏi, ho, sốt cao, khó thở, đổ mồ hôi, khó chịu, đờm, đau ngực, nhịp tim nhanh, đờm gỉ sắt.",Viêm phổi
"Tôi bị nôn mửa, đau đầu, suy yếu một bên cơ thể, rối loạn cảm giác","Liệt (Xuất huyết não)"
"Tôi bị phát ban da, mụn đầu đen, mụn nhọt",mụn trứng cá
Có thể tôi đã gặp vấn đề về hô hấp gần đây. Tôi ho rất nhiều và ngực tôi cảm thấy căng cứng. Tôi cũng cảm thấy rất mệt mỏi và yếu.,Hen phế quản
"Tôi bị yếu chân tay, đau cổ, chóng mặt, mất thăng bằng",Bệnh thoái hóa đốt sống cổ
"Tôi bị ớn lạnh, mệt mỏi, ho, khó thở, đổ mồ hôi, khó chịu, đờm, đau ngực, nhịp tim nhanh, đờm gỉ sắt.",Viêm phổi
"Tôi bị phát ban da, mụn mủ, mụn đầu đen, mụn bọc",mụn trứng cá
"Tôi bị phát ban quanh mũi và môi, đỏ và đau. Có một ít chất lỏng màu vàng chảy ra.","chốc lở"
"Tôi bị mệt mỏi, thay đổi tâm trạng, sụt cân, bồn chồn, đổ mồ hôi, tiêu chảy, nhịp tim nhanh, đói quá mức, yếu cơ, cáu kỉnh, kinh nguyệt bất thường","Cường giáp"
"Tôi bị ngứa, phát ban da, mệt mỏi, lờ đờ, sốt cao, đau đầu, chán ăn, sốt nhẹ, hạch bạch huyết sưng, khó chịu, có đốm đỏ trên cơ thể.",Thủy đậu
"Tôi bị phát ban da, sốt cao, phồng rộp, lở đỏ quanh mũi, rỉ dịch vảy vàng","chốc lở"
"Tôi bị nôn mửa, da vàng, đau bụng, chướng bụng, tiền sử uống rượu, thừa dịch","Viêm gan do rượu"
"Tôi bị tiểu buốt, khó chịu ở bàng quang, mùi nước tiểu hôi, cảm giác liên tục có nước tiểu","Nhiễm trùng đường tiết niệu"
"Tôi bị yếu cơ, cứng cổ, sưng khớp, cứng khớp khi vận động, đau khi đi bộ",Viêm khớp
"Tôi bị ngứa, nôn, da vàng, buồn nôn, chán ăn, đau bụng, vàng mắt","Bệnh ứ mật mãn tính"
"Tôi bị nôn mửa, mệt mỏi, lo lắng, đổ mồ hôi, đau đầu, nhìn mờ và méo mó, đói quá mức, môi khô và ngứa ran, nói lắp, cáu kỉnh, hồi hộp",Hạ đường huyết
"Tôi bị đau khớp, đau cổ, đau đầu gối, đau khớp hông, sưng khớp, đau khi đi bộ",Bệnh xương khớp
"Tôi có thể có vết lõm nhỏ trên móng tay. Các khớp của tôi đau rất nhiều. Tôi có một lớp bụi bạc trên da, đặc biệt là ở lưng.",Bệnh vẩy nến
Tôi bị sụt cân và gặp khó khăn khi tăng cân. Tôi bị đau và khó chịu ở dạ dày nhưng được cải thiện bằng cách uống thuốc kháng axit. Miệng tôi có vị khó chịu.,"Bệnh loét dạ dày tá tràng"
